neighbor_moveinitial_temp,min_temp,cooling_rate,iterations_per_temp,nearest_neighbor_cost,optimized_cost,average_accepted_cost,accepted_moves,evaluated_candidates,acceptance_rate_percent,best_known_cost,cost_ratio_to_best,gap_percent,duration_ms
two_opt,15000.000,0.100,0.995,1000,196629.579,185608.346,741638.939,576749,2378000,24.254,175110.000,1.059953,5.995,1380
two_opt,15000.000,0.100,0.995,1250,196629.579,185325.858,742730.839,719752,2972500,24.214,175110.000,1.058340,5.834,1740
two_opt,15000.000,0.100,0.995,1500,196629.579,184044.508,742976.632,864336,3567000,24.231,175110.000,1.051022,5.102,2075
two_opt,15000.000,0.010,0.900,250,196629.579,196629.579,696410.194,8175,33750,24.222,175110.000,1.122892,12.289,20
two_opt,15000.000,0.010,0.900,500,196629.579,196629.579,713515.261,15339,67500,22.724,175110.000,1.122892,12.289,40
two_opt,15000.000,0.010,0.900,750,196629.579,196629.579,721582.900,22708,101250,22.428,175110.000,1.122892,12.289,60
two_opt,15000.000,0.010,0.900,1000,196629.579,196629.579,724050.326,29327,135000,21.724,175110.000,1.122892,12.289,81
two_opt,15000.000,0.010,0.900,1250,196629.579,196629.579,731232.708,36939,168750,21.890,175110.000,1.122892,12.289,99
two_opt,15000.000,0.010,0.900,1500,196629.579,196629.579,730643.320,43404,202500,21.434,175110.000,1.122892,12.289,118
two_opt,15000.000,0.010,0.925,250,196629.579,196629.579,707678.193,10630,45750,23.235,175110.000,1.122892,12.289,27
two_opt,15000.000,0.010,0.925,500,196629.579,196629.579,718745.282,20253,91500,22.134,175110.000,1.122892,12.289,54
two_opt,15000.000,0.010,0.925,750,196629.579,196629.579,726303.506,29782,137250,21.699,175110.000,1.122892,12.289,89
two_opt,15000.000,0.010,0.925,1000,196629.579,196629.579,728490.782,39153,183000,21.395,175110.000,1.122892,12.289,111
two_opt,15000.000,0.010,0.925,1250,196629.579,196629.579,731350.573,48537,228750,21.218,175110.000,1.122892,12.289,134
two_opt,15000.000,0.010,0.925,1500,196629.579,196629.579,733804.714,57982,274500,21.123,175110.000,1.122892,12.289,161
two_opt,15000.000,0.010,0.950,250,196629.579,196629.579,713087.345,15648,69500,22.515,175110.000,1.122892,12.289,42
two_opt,15000.000,0.010,0.950,500,196629.579,196629.579,725586.614,30041,139000,21.612,175110.000,1.122892,12.289,83
two_opt,15000.000,0.010,0.950,750,196629.579,196629.579,730066.950,44386,208500,21.288,175110.000,1.122892,12.289,123
two_opt,15000.000,0.010,0.950,1000,196629.579,196629.579,732918.486,58697,278000,21.114,175110.000,1.122892,12.289,163
two_opt,15000.000,0.010,0.950,1250,196629.579,196629.579,735201.443,72922,347500,20.985,175110.000,1.122892,12.289,205
two_opt,15000.000,0.010,0.950,1500,196629.579,196629.579,736860.758,86899,417000,20.839,175110.000,1.122892,12.289,243
two_opt,15000.000,0.010,0.975,250,196629.579,196629.579,728167.750,30222,140500,21.510,175110.000,1.122892,12.289,83
two_opt,15000.000,0.010,0.975,500,196629.579,196629.579,733310.096,59114,281000,21.037,175110.000,1.122892,12.289,165
two_opt,15000.000,0.010,0.975,750,196629.579,196629.579,735723.280,87520,421500,20.764,175110.000,1.122892,12.289,245
two_opt,15000.000,0.010,0.975,1000,196629.579,194847.050,737390.416,116080,562000,20.655,175110.000,1.112712,11.271,328
two_opt,15000.000,0.010,0.975,1250,196629.579,191878.967,739089.435,144614,702500,20.586,175110.000,1.095762,9.576,409
two_opt,15000.000,0.010,0.975,1500,196629.579,190650.845,739356.622,173284,843000,20.556,175110.000,1.088749,8.875,501
two_opt,15000.000,0.010,0.990,250,196629.579,196629.579,736830.521,73516,353750,20.782,175110.000,1.122892,12.289,208
two_opt,15000.000,0.010,0.990,500,196629.579,192111.817,737598.351,145580,707500,20.577,175110.000,1.097092,9.709,415
two_opt,15000.000,0.010,0.990,750,196629.579,187635.574,741145.047,217567,1061250,20.501,175110.000,1.071530,7.153,619
two_opt,15000.000,0.010,0.990,1000,196629.579,187144.998,741800.097,289145,1415000,20.434,175110.000,1.068728,6.873,842
two_opt,15000.000,0.010,0.990,1250,196629.579,184663.671,741243.273,361644,1768750,20.446,175110.000,1.054558,5.456,1039
two_opt,15000.000,0.010,0.990,1500,196629.579,186122.407,742058.671,431944,2122500,20.351,175110.000,1.062889,6.289,1233
two_opt,15000.000,0.010,0.995,250,196629.579,191622.787,738913.563,145760,709500,20.544,175110.000,1.094300,9.430,411
two_opt,15000.000,0.010,0.995,500,196629.579,186104.230,741464.698,289001,1419000,20.367,175110.000,1.062785,6.278,829
two_opt,15000.000,0.010,0.995,750,196629.579,185280.096,741654.215,432725,2128500,20.330,175110.000,1.058078,5.808,1255
two_opt,15000.000,0.010,0.995,1000,196629.579,186136.371,742958.461,578369,2838000,20.379,175110.000,1.062968,6.297,1653
two_opt,15000.000,0.010,0.995,1250,196629.579,183023.905,742391.457,721794,3547500,20.347,175110.000,1.045194,4.519,2071
two_opt,15000.000,0.010,0.995,1500,196629.579,185310.095,743152.572,863804,4257000,20.291,175110.000,1.058250,5.825,2484
two_opt,15000.000,0.001,0.900,250,196629.579,196629.579,693913.741,8304,39250,21.157,175110.000,1.122892,12.289,24
two_opt,15000.000,0.001,0.900,500,196629.579,196629.579,718389.952,15529,78500,19.782,175110.000,1.122892,12.289,47
two_opt,15000.000,0.001,0.900,750,196629.579,196629.579,719681.311,22550,117750,19.151,175110.000,1.122892,12.289,69
two_opt,15000.000,0.001,0.900,1000,196629.579,196629.579,722360.649,29511,157000,18.797,175110.000,1.122892,12.289,93
two_opt,15000.000,0.001,0.900,1250,196629.579,196629.579,730330.117,36845,196250,18.775,175110.000,1.122892,12.289,115
two_opt,15000.000,0.001,0.900,1500,196629.579,196629.579,730624.333,43307,235500,18.389,175110.000,1.122892,12.289,138
two_opt,15000.000,0.001,0.925,250,196629.579,196629.579,699254.959,10689,53000,20.168,175110.000,1.122892,12.289,32
two_opt,15000.000,0.001,0.925,500,196629.579,196629.579,716321.953,20458,106000,19.300,175110.000,1.122892,12.289,63
two_opt,15000.000,0.001,0.925,750,196629.579,196629.579,724334.414,30092,159000,18.926,175110.000,1.122892,12.289,93
two_opt,15000.000,0.001,0.925,1000,196629.579,196629.579,728921.068,39422,212000,18.595,175110.000,1.122892,12.289,124
two_opt,15000.000,0.001,0.925,1250,196629.579,196629.579,732258.388,48729,265000,18.388,175110.000,1.122892,12.289,156
two_opt,15000.000,0.001,0.925,1500,196629.579,196629.579,735474.627,58227,318000,18.310,175110.000,1.122892,12.289,189
two_opt,15000.000,0.001,0.950,250,196629.579,196629.579,713394.087,15672,80750,19.408,175110.000,1.122892,12.289,48
two_opt,15000.000,0.001,0.950,500,196629.579,196629.579,725583.781,30152,161500,18.670,175110.000,1.122892,12.289,96
two_opt,15000.000,0.001,0.950,750,196629.579,196629.579,730849.955,44167,242250,18.232,175110.000,1.122892,12.289,141
two_opt,15000.000,0.001,0.950,1000,196629.579,196629.579,733772.427,58574,323000,18.134,175110.000,1.122892,12.289,195
two_opt,15000.000,0.001,0.950,1250,196629.579,196629.579,736173.377,72723,403750,18.012,175110.000,1.122892,12.289,237
two_opt,15000.000,0.001,0.950,1500,196629.579,194927.620,738431.804,86717,484500,17.898,175110.000,1.113172,11.317,296
two_opt,15000.000,0.001,0.975,250,196629.579,196629.579,725283.186,30185,163250,18.490,175110.000,1.122892,12.289,97
two_opt,15000.000,0.001,0.975,500,196629.579,196629.579,732582.026,59275,326500,18.155,175110.000,1.122892,12.289,194
two_opt,15000.000,0.001,0.975,750,196629.579,193858.802,736654.155,87974,489750,17.963,175110.000,1.107069,10.707,287
two_opt,15000.000,0.001,0.975,1000,196629.579,190272.469,738212.154,116168,653000,17.790,175110.000,1.086588,8.659,380
two_opt,15000.000,0.001,0.975,1250,196629.579,188774.524,739110.841,144985,816250,17.762,175110.000,1.078034,7.803,478
two_opt,15000.000,0.001,0.975,1500,196629.579,188184.721,739351.979,172919,979500,17.654,175110.000,1.074666,7.467,572
two_opt,15000.000,0.001,0.990,250,196629.579,196231.416,734099.712,73703,411250,17.922,175110.000,1.120618,12.062,239
two_opt,15000.000,0.001,0.990,500,196629.579,189873.823,739774.578,145561,822500,17.697,175110.000,1.084312,8.431,490
two_opt,15000.000,0.001,0.990,750,196629.579,185259.992,740851.196,217690,1233750,17.645,175110.000,1.057964,5.796,717
two_opt,15000.000,0.001,0.990,1000,196629.579,186788.234,741755.318,289175,1645000,17.579,175110.000,1.066691,6.669,958
two_opt,15000.000,0.001,0.990,1250,196629.579,185419.315,742104.271,361147,2056250,17.563,175110.000,1.058873,5.887,1200
two_opt,15000.000,0.001,0.990,1500,196629.579,185320.426,742279.169,432841,2467500,17.542,175110.000,1.058309,5.831,1442
two_opt,15000.000,0.001,0.995,250,196629.579,190237.538,737955.550,146255,824250,17.744,175110.000,1.086389,8.639,490
two_opt,15000.000,0.001,0.995,500,196629.579,183467.306,741432.517,289280,1648500,17.548,175110.000,1.047726,4.773,973
two_opt,15000.000,0.001,0.995,750,196629.579,185640.527,742322.904,432964,2472750,17.509,175110.000,1.060137,6.014,1449
two_opt,15000.000,0.001,0.995,1000,196629.579,185297.870,742339.602,576970,3297000,17.500,175110.000,1.058180,5.818,1927
two_opt,15000.000,0.001,0.995,1250,196629.579,184183.932,742372.360,720585,4121250,17.485,175110.000,1.051818,5.182,2388
two_opt,15000.000,0.001,0.995,1500,196629.579,183318.771,743400.378,863580,4945500,17.462,175110.000,1.046878,4.688,2885
two_opt,15000.000,0.000,0.900,250,196629.579,196629.579,692712.268,8259,44750,18.456,175110.000,1.122892,12.289,27
two_opt,15000.000,0.000,0.900,500,196629.579,196629.579,707053.431,15409,89500,17.217,175110.000,1.122892,12.289,53
two_opt,15000.000,0.000,0.900,750,196629.579,196629.579,720930.207,22598,134250,16.833,175110.000,1.122892,12.289,79
two_opt,15000.000,0.000,0.900,1000,196629.579,196629.579,726704.206,29790,179000,16.642,175110.000,1.122892,12.289,106
two_opt,15000.000,0.000,0.900,1250,196629.579,196629.579,724534.487,36640,223750,16.375,175110.000,1.122892,12.289,132
two_opt,15000.000,0.000,0.900,1500,196629.579,196629.579,730527.558,43655,268500,16.259,175110.000,1.122892,12.289,167
two_opt,15000.000,0.000,0.925,250,196629.579,196629.579,702941.208,10763,60500,17.790,175110.000,1.122892,12.289,36
two_opt,15000.000,0.000,0.925,500,196629.579,196629.579,717133.310,20437,121000,16.890,175110.000,1.122892,12.289,72
two_opt,15000.000,0.000,0.925,750,196629.579,196629.579,722432.507,29837,181500,16.439,175110.000,1.122892,12.289,108
two_opt,15000.000,0.000,0.925,1000,196629.579,196629.579,729348.941,39354,242000,16.262,175110.000,1.122892,12.289,141
two_opt,15000.000,0.000,0.925,1250,196629.579,196629.579,731031.894,48864,302500,16.153,175110.000,1.122892,12.289,178
two_opt,15000.000,0.000,0.925,1500,196629.579,196629.579,733031.564,58224,363000,16.040,175110.000,1.122892,12.289,215
two_opt,15000.000,0.000,0.950,250,196629.579,196629.579,709021.135,15718,92000,17.085,175110.000,1.122892,12.289,54
two_opt,15000.000,0.000,0.950,500,196629.579,196629.579,726816.182,30344,184000,16.491,175110.000,1.122892,12.289,109
two_opt,15000.000,0.000,0.950,750,196629.579,196629.579,728421.203,44518,276000,16.130,175110.000,1.122892,12.289,164
two_opt,15000.000,0.000,0.950,1000,196629.579,196629.579,730037.820,58541,368000,15.908,175110.000,1.122892,12.289,216
two_opt,15000.000,0.000,0.950,1250,196629.579,194888.488,734589.855,72642,460000,15.792,175110.000,1.112949,11.295,269
two_opt,15000.000,0.000,0.950,1500,196629.579,190823.532,736596.351,86974,552000,15.756,175110.000,1.089735,8.974,322
two_opt,15000.000,0.000,0.975,250,196629.579,196629.579,725875.974,30328,186000,16.305,175110.000,1.122892,12.289,110
two_opt,15000.000,0.000,0.975,500,196629.579,195165.787,730637.035,58767,372000,15.798,175110.000,1.114533,11.453,217
two_opt,15000.000,0.000,0.975,750,196629.579,193086.937,735566.395,87769,558000,15.729,175110.000,1.102661,10.266,328
two_opt,15000.000,0.000,0.975,1000,196629.579,191155.502,737686.612,116199,744000,15.618,175110.000,1.091631,9.163,442
two_opt,15000.000,0.000,0.975,1250,196629.579,188851.914,737936.048,144893,930000,15.580,175110.000,1.078476,7.848,546
two_opt,15000.000,0.000,0.975,1500,196629.579,187991.386,738892.182,174097,1116000,15.600,175110.000,1.073562,7.356,652
two_opt,15000.000,0.000,0.990,250,196629.579,194778.972,733670.171,73945,468500,15.783,175110.000,1.112324,11.232,275
two_opt,15000.000,0.000,0.990,500,196629.579,189853.272,738950.035,145952,937000,15.577,175110.000,1.084194,8.419,546
two_opt,15000.000,0.000,0.990,750,196629.579,187500.308,741878.360,217511,1405500,15.476,175110.000,1.070757,7.076,819
two_opt,15000.000,0.000,0.990,1000,196629.579,185621.156,741099.354,289069,1874000,15.425,175110.000,1.060026,6.003,1103
two_opt,15000.000,0.000,0.990,1250,196629.579,186501.443,742074.242,361543,2342500,15.434,175110.000,1.065053,6.505,1400
two_opt,15000.000,0.000,0.990,1500,196629.579,183754.468,742502.975,432672,2811000,15.392,175110.000,1.049366,4.937,1646
two_opt,15000.000,0.000,0.995,250,196629.579,186909.407,738210.169,146246,939000,15.575,175110.000,1.067383,6.738,546
two_opt,15000.000,0.000,0.995,500,196629.579,186299.401,740693.229,290564,1878000,15.472,175110.000,1.063899,6.390,1094
two_opt,15000.000,0.000,0.995,750,196629.579,183855.389,742515.702,432224,2817000,15.343,175110.000,1.049942,4.994,1645
two_opt,15000.000,0.000,0.995,1000,196629.579,185407.031,742577.486,576908,3756000,15.360,175110.000,1.058803,5.880,2198
two_opt,15000.000,0.000,0.995,1250,196629.579,185249.008,743236.836,719005,4695000,15.314,175110.000,1.057901,5.790,2750
two_opt,15000.000,0.000,0.995,1500,196629.579,183036.823,743061.156,863481,5634000,15.326,175110.000,1.045268,4.527,3286
two_opt,20000.000,0.100,0.900,250,196629.579,196629.579,716817.878,8893,29000,30.666,175110.000,1.122892,12.289,17
two_opt,20000.000,0.100,0.900,500,196629.579,196629.579,721108.843,16504,58000,28.455,175110.000,1.122892,12.289,35
two_opt,20000.000,0.100,0.900,750,196629.579,196629.579,729479.289,24319,87000,27.953,175110.000,1.122892,12.289,51
two_opt,20000.000,0.100,0.900,1000,196629.579,196629.579,735096.484,31896,116000,27.497,175110.000,1.122892,12.289,68
two_opt,20000.000,0.100,0.900,1250,196629.579,196629.579,735674.705,39928,145000,27.537,175110.000,1.122892,12.289,85
two_opt,20000.000,0.100,0.900,1500,196629.579,196629.579,738345.718,47427,174000,27.257,175110.000,1.122892,12.289,102
two_opt,20000.000,0.100,0.925,250,196629.579,196629.579,718603.850,11457,39250,29.190,175110.000,1.122892,12.289,23
two_opt,20000.000,0.100,0.925,500,196629.579,196629.579,730472.820,22262,78500,28.359,175110.000,1.122892,12.289,46
two_opt,20000.000,0.100,0.925,750,196629.579,196629.579,735110.160,32494,117750,27.596,175110.000,1.122892,12.289,72
two_opt,20000.000,0.100,0.925,1000,196629.579,196629.579,738993.044,42787,157000,27.253,175110.000,1.122892,12.289,92
two_opt,20000.000,0.100,0.925,1250,196629.579,196629.579,737970.831,52965,196250,26.989,175110.000,1.122892,12.289,114
two_opt,20000.000,0.100,0.925,1500,196629.579,196629.579,739908.312,63554,235500,26.987,175110.000,1.122892,12.289,138
two_opt,20000.000,0.100,0.950,250,196629.579,196629.579,726377.191,16850,59500,28.319,175110.000,1.122892,12.289,35
two_opt,20000.000,0.100,0.950,500,196629.579,196629.579,736494.953,32891,119000,27.639,175110.000,1.122892,12.289,70
two_opt,20000.000,0.100,0.950,750,196629.579,196629.579,739315.991,48645,178500,27.252,175110.000,1.122892,12.289,108
two_opt,20000.000,0.100,0.950,1000,196629.579,196629.579,741247.047,63682,238000,26.757,175110.000,1.122892,12.289,140
two_opt,20000.000,0.100,0.950,1250,196629.579,196629.579,742049.711,79606,297500,26.758,175110.000,1.122892,12.289,174
two_opt,20000.000,0.100,0.950,1500,196629.579,196629.579,742101.736,95683,357000,26.802,175110.000,1.122892,12.289,210
two_opt,20000.000,0.100,0.975,250,196629.579,196629.579,733706.162,33131,120750,27.438,175110.000,1.122892,12.289,72
two_opt,20000.000,0.100,0.975,500,196629.579,196629.579,743023.133,64563,241500,26.734,175110.000,1.122892,12.289,141
two_opt,20000.000,0.100,0.975,750,196629.579,196629.579,743809.942,96069,362250,26.520,175110.000,1.122892,12.289,212
two_opt,20000.000,0.100,0.975,1000,196629.579,196629.579,744458.355,127336,483000,26.364,175110.000,1.122892,12.289,281
two_opt,20000.000,0.100,0.975,1250,196629.579,196389.559,745554.573,158500,603750,26.253,175110.000,1.121521,12.152,363
two_opt,20000.000,0.100,0.975,1500,196629.579,191930.057,746920.122,190096,724500,26.238,175110.000,1.096054,9.605,422
two_opt,20000.000,0.100,0.990,250,196629.579,196629.579,741033.211,80664,303750,26.556,175110.000,1.122892,12.289,177
two_opt,20000.000,0.100,0.990,500,196629.579,192771.173,745509.971,159243,607500,26.213,175110.000,1.100858,10.086,354
two_opt,20000.000,0.100,0.990,750,196629.579,187940.205,747595.264,238359,911250,26.157,175110.000,1.073269,7.327,531
two_opt,20000.000,0.100,0.990,1000,196629.579,188600.588,747978.240,316702,1215000,26.066,175110.000,1.077041,7.704,708
two_opt,20000.000,0.100,0.990,1250,196629.579,186280.510,747403.287,395861,1518750,26.065,175110.000,1.063791,6.379,898
two_opt,20000.000,0.100,0.990,1500,196629.579,185711.178,748121.861,473627,1822500,25.988,175110.000,1.060540,6.054,1062
two_opt,20000.000,0.100,0.995,250,196629.579,194327.501,745885.886,160236,609000,26.311,175110.000,1.109745,10.975,355
two_opt,20000.000,0.100,0.995,500,196629.579,187492.648,748053.861,317282,1218000,26.049,175110.000,1.070714,7.071,712
two_opt,20000.000,0.100,0.995,750,196629.579,186452.583,748633.383,475057,1827000,26.002,175110.000,1.064774,6.477,1086
two_opt,20000.000,0.100,0.995,1000,196629.579,185216.355,749004.154,632327,2436000,25.958,175110.000,1.057714,5.771,1411
two_opt,20000.000,0.100,0.995,1250,196629.579,183999.736,748763.821,791078,3045000,25.980,175110.000,1.050767,5.077,1775
two_opt,20000.000,0.100,0.995,1500,196629.579,183634.847,749578.048,947907,3654000,25.942,175110.000,1.048683,4.868,2119
two_opt,20000.000,0.010,0.900,250,196629.579,196629.579,711812.809,8866,34500,25.699,175110.000,1.122892,12.289,21
two_opt,20000.000,0.010,0.900,500,196629.579,196629.579,720345.973,16770,69000,24.304,175110.000,1.122892,12.289,41
two_opt,20000.000,0.010,0.900,750,196629.579,196629.579,731727.030,24507,103500,23.678,175110.000,1.122892,12.289,63
two_opt,20000.000,0.010,0.900,1000,196629.579,196629.579,733534.881,32204,138000,23.336,175110.000,1.122892,12.289,89
two_opt,20000.000,0.010,0.900,1250,196629.579,196629.579,737437.795,39819,172500,23.083,175110.000,1.122892,12.289,102
two_opt,20000.000,0.010,0.900,1500,196629.579,196629.579,736640.650,47661,207000,23.025,175110.000,1.122892,12.289,122
two_opt,20000.000,0.010,0.925,250,196629.579,196629.579,713399.798,11589,46750,24.789,175110.000,1.122892,12.289,28
two_opt,20000.000,0.010,0.925,500,196629.579,196629.579,722703.650,22067,93500,23.601,175110.000,1.122892,12.289,57
two_opt,20000.000,0.010,0.925,750,196629.579,196629.579,733717.570,32359,140250,23.072,175110.000,1.122892,12.289,83
two_opt,20000.000,0.010,0.925,1000,196629.579,196629.579,734800.600,42845,187000,22.912,175110.000,1.122892,12.289,111
two_opt,20000.000,0.010,0.925,1250,196629.579,196629.579,740175.462,53151,233750,22.738,175110.000,1.122892,12.289,136
two_opt,20000.000,0.010,0.925,1500,196629.579,196593.490,740224.144,63373,280500,22.593,175110.000,1.122686,12.269,164
two_opt,20000.000,0.010,0.950,250,196629.579,196629.579,720099.668,16967,70750,23.982,175110.000,1.122892,12.289,42
two_opt,20000.000,0.010,0.950,500,196629.579,196629.579,731509.603,32567,141500,23.016,175110.000,1.122892,12.289,84
two_opt,20000.000,0.010,0.950,750,196629.579,196629.579,738422.487,48495,212250,22.848,175110.000,1.122892,12.289,124
two_opt,20000.000,0.010,0.950,1000,196629.579,196629.579,741434.433,64187,283000,22.681,175110.000,1.122892,12.289,169
two_opt,20000.000,0.010,0.950,1250,196629.579,196629.579,743933.554,79780,353750,22.553,175110.000,1.122892,12.289,209
two_opt,20000.000,0.010,0.950,1500,196629.579,195124.342,741871.964,95299,424500,22.450,175110.000,1.114296,11.430,250
two_opt,20000.000,0.010,0.975,250,196629.579,196629.579,732625.528,33041,143500,23.025,175110.000,1.122892,12.289,84
two_opt,20000.000,0.010,0.975,500,196629.579,196629.579,742804.014,64440,287000,22.453,175110.000,1.122892,12.289,177
two_opt,20000.000,0.010,0.975,750,196629.579,195795.324,743248.038,96287,430500,22.366,175110.000,1.118128,11.813,252
two_opt,20000.000,0.010,0.975,1000,196629.579,193255.482,744755.723,127277,574000,22.174,175110.000,1.103623,10.362,336
two_opt,20000.000,0.010,0.975,1250,196629.579,192238.373,744806.679,159638,717500,22.249,175110.000,1.097815,9.781,425
two_opt,20000.000,0.010,0.975,1500,196629.579,189762.671,746008.404,189643,861000,22.026,175110.000,1.083677,8.368,500
two_opt,20000.000,0.010,0.990,250,196629.579,196629.579,742412.854,80827,361000,22.390,175110.000,1.122892,12.289,210
two_opt,20000.000,0.010,0.990,500,196629.579,190305.636,746531.325,160335,722000,22.207,175110.000,1.086778,8.678,421
two_opt,20000.000,0.010,0.990,750,196629.579,187800.327,746780.854,237737,1083000,21.952,175110.000,1.072471,7.247,632
two_opt,20000.000,0.010,0.990,1000,196629.579,187171.265,748460.083,316496,1444000,21.918,175110.000,1.068878,6.888,841
two_opt,20000.000,0.010,0.990,1250,196629.579,185971.670,748384.583,395638,1805000,21.919,175110.000,1.062028,6.203,1072
two_opt,20000.000,0.010,0.990,1500,196629.579,183230.880,747533.328,473788,2166000,21.874,175110.000,1.046376,4.638,1260
two_opt,20000.000,0.010,0.995,250,196629.579,191416.898,745036.099,159467,723750,22.033,175110.000,1.093124,9.312,422
two_opt,20000.000,0.010,0.995,500,196629.579,185910.651,747477.293,317899,1447500,21.962,175110.000,1.061679,6.168,854
two_opt,20000.000,0.010,0.995,750,196629.579,187432.433,748090.402,475220,2171250,21.887,175110.000,1.070370,7.037,1262
two_opt,20000.000,0.010,0.995,1000,196629.579,184403.701,749197.678,633147,2895000,21.870,175110.000,1.053074,5.307,1700
two_opt,20000.000,0.010,0.995,1250,196629.579,182738.172,748899.773,789960,3618750,21.830,175110.000,1.043562,4.356,2100
two_opt,20000.000,0.010,0.995,1500,196629.579,184711.415,749187.894,947600,4342500,21.822,175110.000,1.054831,5.483,2540
two_opt,20000.000,0.001,0.900,250,196629.579,196629.579,703581.521,8893,40000,22.232,175110.000,1.122892,12.289,24
two_opt,20000.000,0.001,0.900,500,196629.579,196629.579,719563.841,16600,80000,20.750,175110.000,1.122892,12.289,52
two_opt,20000.000,0.001,0.900,750,196629.579,196629.579,728046.555,24202,120000,20.168,175110.000,1.122892,12.289,71
two_opt,20000.000,0.001,0.900,1000,196629.579,196629.579,733743.306,32263,160000,20.164,175110.000,1.122892,12.289,93
two_opt,20000.000,0.001,0.900,1250,196629.579,196629.579,737203.463,40011,200000,20.006,175110.000,1.122892,12.289,117
two_opt,20000.000,0.001,0.900,1500,196629.579,196629.579,738720.902,47763,240000,19.901,175110.000,1.122892,12.289,140
two_opt,20000.000,0.001,0.925,250,196629.579,196629.579,710060.328,11584,54000,21.452,175110.000,1.122892,12.289,32
two_opt,20000.000,0.001,0.925,500,196629.579,196629.579,725440.126,21993,108000,20.364,175110.000,1.122892,12.289,63
two_opt,20000.000,0.001,0.925,750,196629.579,196629.579,734395.949,32706,162000,20.189,175110.000,1.122892,12.289,95
two_opt,20000.000,0.001,0.925,1000,196629.579,196629.579,732654.821,42854,216000,19.840,175110.000,1.122892,12.289,126
two_opt,20000.000,0.001,0.925,1250,196629.579,196629.579,734366.602,53129,270000,19.677,175110.000,1.122892,12.289,157
two_opt,20000.000,0.001,0.925,1500,196629.579,196629.579,740112.420,63391,324000,19.565,175110.000,1.122892,12.289,201
two_opt,20000.000,0.001,0.950,250,196629.579,196629.579,715635.098,17116,82000,20.873,175110.000,1.122892,12.289,49
two_opt,20000.000,0.001,0.950,500,196629.579,196629.579,733607.449,32851,164000,20.031,175110.000,1.122892,12.289,96
two_opt,20000.000,0.001,0.950,750,196629.579,196629.579,737739.866,48580,246000,19.748,175110.000,1.122892,12.289,144
two_opt,20000.000,0.001,0.950,1000,196629.579,196629.579,740819.113,64730,328000,19.735,175110.000,1.122892,12.289,193
two_opt,20000.000,0.001,0.950,1250,196629.579,196629.579,743134.115,80108,410000,19.539,175110.000,1.122892,12.289,238
two_opt,20000.000,0.001,0.950,1500,196629.579,196629.579,742195.080,95472,492000,19.405,175110.000,1.122892,12.289,286
two_opt,20000.000,0.001,0.975,250,196629.579,196629.579,731755.759,33129,166250,19.927,175110.000,1.122892,12.289,97
two_opt,20000.000,0.001,0.975,500,196629.579,196629.579,738147.338,64802,332500,19.489,175110.000,1.122892,12.289,194
two_opt,20000.000,0.001,0.975,750,196629.579,193114.690,743102.083,96083,498750,19.265,175110.000,1.102819,10.282,293
two_opt,20000.000,0.001,0.975,1000,196629.579,190548.205,744411.187,127262,665000,19.137,175110.000,1.088163,8.816,388
two_opt,20000.000,0.001,0.975,1250,196629.579,189696.245,745600.447,159223,831250,19.155,175110.000,1.083298,8.330,484
two_opt,20000.000,0.001,0.975,1500,196629.579,189418.887,746372.092,190540,997500,19.102,175110.000,1.081714,8.171,587
two_opt,20000.000,0.001,0.990,250,196629.579,196629.579,741992.059,80959,418250,19.357,175110.000,1.122892,12.289,246
two_opt,20000.000,0.001,0.990,500,196629.579,187735.268,744973.075,159833,836500,19.107,175110.000,1.072099,7.210,494
two_opt,20000.000,0.001,0.990,750,196629.579,186670.227,748068.193,237959,1254750,18.965,175110.000,1.066017,6.602,736
two_opt,20000.000,0.001,0.990,1000,196629.579,187635.625,747567.444,317096,1673000,18.954,175110.000,1.071530,7.153,975
two_opt,20000.000,0.001,0.990,1250,196629.579,185718.669,748313.166,395433,2091250,18.909,175110.000,1.060583,6.058,1224
two_opt,20000.000,0.001,0.990,1500,196629.579,184558.676,748522.220,475025,2509500,18.929,175110.000,1.053959,5.396,1460
two_opt,20000.000,0.001,0.995,250,196629.579,190679.347,746211.410,159857,838500,19.065,175110.000,1.088912,8.891,493
two_opt,20000.000,0.001,0.995,500,196629.579,187364.179,747764.929,317166,1677000,18.913,175110.000,1.069980,6.998,990
two_opt,20000.000,0.001,0.995,750,196629.579,184415.770,747984.468,474954,2515500,18.881,175110.000,1.053142,5.314,1462
two_opt,20000.000,0.001,0.995,1000,196629.579,183389.441,748398.984,632618,3354000,18.862,175110.000,1.047281,4.728,1961
two_opt,20000.000,0.001,0.995,1250,196629.579,184627.712,748613.858,790976,4192500,18.866,175110.000,1.054353,5.435,2448
two_opt,20000.000,0.001,0.995,1500,196629.579,183751.931,749195.202,947780,5031000,18.839,175110.000,1.049351,4.935,2922
two_opt,20000.000,0.000,0.900,250,196629.579,196629.579,700624.755,8917,45500,19.598,175110.000,1.122892,12.289,28
two_opt,20000.000,0.000,0.900,500,196629.579,196629.579,718285.501,16733,91000,18.388,175110.000,1.122892,12.289,56
two_opt,20000.000,0.000,0.900,750,196629.579,196629.579,729626.581,24599,136500,18.021,175110.000,1.122892,12.289,80
two_opt,20000.000,0.000,0.900,1000,196629.579,196629.579,732273.422,32386,182000,17.795,175110.000,1.122892,12.289,108
two_opt,20000.000,0.000,0.900,1250,196629.579,196629.579,734422.889,40057,227500,17.607,175110.000,1.122892,12.289,134
