neighbor_move,initial_temp,min_temp,cooling_rate,iterations_per_temp,nearest_neighbor_cost,optimized_cost,average_accepted_cost,accepted_moves,evaluated_candidates,acceptance_rate_percent,best_known_cost,cost_ratio_to_best,gap_percent,duration_ms
two_opt,1000.000,0.100,0.900,250,132893.124,132893.124,274084.817,1507,22000,6.850,120170.000,1.105876,10.588,9
two_opt,1000.000,0.100,0.900,500,132893.124,132893.124,305058.614,3114,44000,7.077,120170.000,1.105876,10.588,17
two_opt,1000.000,0.100,0.900,750,132893.124,132893.124,321734.937,4505,66000,6.826,120170.000,1.105876,10.588,26
two_opt,1000.000,0.100,0.900,1000,132893.124,132893.124,327947.498,5916,88000,6.723,120170.000,1.105876,10.588,35
two_opt,1000.000,0.100,0.900,1250,132893.124,132893.124,328581.998,7213,110000,6.557,120170.000,1.105876,10.588,40
two_opt,1000.000,0.100,0.900,1500,132893.124,132893.124,333711.650,8480,132000,6.424,120170.000,1.105876,10.588,47
two_opt,1000.000,0.100,0.925,250,132893.124,132893.124,281821.388,2025,29750,6.807,120170.000,1.105876,10.588,10
two_opt,1000.000,0.100,0.925,500,132893.124,132893.124,319562.960,4116,59500,6.918,120170.000,1.105876,10.588,21
two_opt,1000.000,0.100,0.925,750,132893.124,132893.124,329637.800,5780,89250,6.476,120170.000,1.105876,10.588,33
two_opt,1000.000,0.100,0.925,1000,132893.124,132893.124,331428.110,7554,119000,6.348,120170.000,1.105876,10.588,43
two_opt,1000.000,0.100,0.925,1250,132893.124,132893.124,336295.219,9526,148750,6.404,120170.000,1.105876,10.588,54
two_opt,1000.000,0.100,0.925,1500,132893.124,132495.276,336656.631,11313,178500,6.338,120170.000,1.102565,10.257,64
two_opt,1000.000,0.100,0.950,250,132893.124,132893.124,308712.034,3099,45000,6.887,120170.000,1.105876,10.588,16
two_opt,1000.000,0.100,0.950,500,132893.124,132867.627,325168.686,5754,90000,6.393,120170.000,1.105664,10.566,32
two_opt,1000.000,0.100,0.950,750,132893.124,132893.124,333500.468,8528,135000,6.317,120170.000,1.105876,10.588,49
two_opt,1000.000,0.100,0.950,1000,132893.124,132806.896,338826.457,11075,180000,6.153,120170.000,1.105158,10.516,64
two_opt,1000.000,0.100,0.950,1250,132893.124,130732.566,343315.577,14062,225000,6.250,120170.000,1.087897,8.790,81
two_opt,1000.000,0.100,0.950,1500,132893.124,130582.386,343009.750,16360,270000,6.059,120170.000,1.086647,8.665,95
two_opt,1000.000,0.100,0.975,250,132893.124,132893.124,320249.169,5900,91000,6.484,120170.000,1.105876,10.588,33
two_opt,1000.000,0.100,0.975,500,132893.124,132893.124,337118.898,11256,182000,6.185,120170.000,1.105876,10.588,65
two_opt,1000.000,0.100,0.975,750,132893.124,130515.224,337322.092,16418,273000,6.014,120170.000,1.086088,8.609,99
two_opt,1000.000,0.100,0.975,1000,132893.124,128643.951,343373.210,21465,364000,5.897,120170.000,1.070516,7.052,131
two_opt,1000.000,0.100,0.975,1250,132893.124,127253.357,344987.821,26632,455000,5.853,120170.000,1.058944,5.894,161
two_opt,1000.000,0.100,0.975,1500,132893.124,126857.480,343984.078,32086,546000,5.877,120170.000,1.055650,5.565,196
two_opt,1000.000,0.100,0.990,250,132893.124,129960.392,337957.792,13613,229250,5.938,120170.000,1.081471,8.147,82
two_opt,1000.000,0.100,0.990,500,132893.124,127534.513,344092.536,27091,458500,5.909,120170.000,1.061284,6.128,165
two_opt,1000.000,0.100,0.990,750,132893.124,127571.067,346192.133,39417,687750,5.731,120170.000,1.061588,6.159,248
two_opt,1000.000,0.100,0.990,1000,132893.124,124415.144,346405.029,52404,917000,5.715,120170.000,1.035326,3.533,328
two_opt,1000.000,0.100,0.990,1250,132893.124,126063.059,348867.932,65440,1146250,5.709,120170.000,1.049039,4.904,412
two_opt,1000.000,0.100,0.990,1500,132893.124,126598.239,347782.609,77862,1375500,5.661,120170.000,1.053493,5.349,492
two_opt,1000.000,0.100,0.995,250,132893.124,128302.182,343650.202,26323,459500,5.729,120170.000,1.067672,6.767,164
two_opt,1000.000,0.100,0.995,500,132893.124,125868.673,350043.610,52593,919000,5.723,120170.000,1.047422,4.742,327
two_opt,1000.000,0.100,0.995,750,132893.124,125856.184,349342.691,78133,1378500,5.668,120170.000,1.047318,4.732,493
two_opt,1000.000,0.100,0.995,1000,132893.124,124861.366,350114.973,103953,1838000,5.656,120170.000,1.039039,3.904,653
two_opt,1000.000,0.100,0.995,1250,132893.124,125245.402,349753.659,130133,2297500,5.664,120170.000,1.042235,4.224,820
two_opt,1000.000,0.100,0.995,1500,132893.124,123903.839,349522.729,155960,2757000,5.657,120170.000,1.031071,3.107,981
two_opt,1000.000,0.010,0.900,250,132893.124,132893.124,266890.575,1517,27500,5.516,120170.000,1.105876,10.588,10
