neighbor_moveinitial_temp,min_temp,cooling_rate,iterations_per_temp,nearest_neighbor_cost,optimized_cost,average_accepted_cost,accepted_moves,evaluated_candidates,acceptance_rate_percent,best_known_cost,cost_ratio_to_best,gap_percent,duration_ms
two_opt,15000.000,0.000,0.995,500,62288.535,55895.506,149866.696,289141,1878000,15.396,54679.000,1.022248,2.225,258
two_opt,15000.000,0.000,0.995,750,62288.535,56258.694,149876.047,433570,2817000,15.391,54679.000,1.028890,2.889,384
two_opt,15000.000,0.000,0.995,1000,62288.535,55307.561,149842.218,578431,3756000,15.400,54679.000,1.011495,1.150,512
two_opt,15000.000,0.000,0.995,1250,62288.535,55130.242,149958.862,722966,4695000,15.399,54679.000,1.008253,0.825,639
two_opt,15000.000,0.000,0.995,1500,62288.535,55627.871,149865.200,866713,5634000,15.384,54679.000,1.017353,1.735,771
two_opt,20000.000,0.100,0.900,250,62288.535,60148.061,149575.120,7986,29000,27.538,54679.000,1.100021,10.002,4
two_opt,20000.000,0.100,0.900,500,62288.535,59807.599,150299.275,15772,58000,27.193,54679.000,1.093795,9.379,8
two_opt,20000.000,0.100,0.900,750,62288.535,59337.787,151146.479,23490,87000,27.000,54679.000,1.085202,8.520,12
two_opt,20000.000,0.100,0.900,1000,62288.535,57782.864,150790.831,30998,116000,26.722,54679.000,1.056765,5.677,15
two_opt,20000.000,0.100,0.900,1250,62288.535,57248.440,151095.477,38711,145000,26.697,54679.000,1.046991,4.699,19
two_opt,20000.000,0.100,0.900,1500,62288.535,57700.102,150920.452,46089,174000,26.488,54679.000,1.055252,5.525,23
two_opt,20000.000,0.100,0.925,250,62288.535,59173.171,149698.918,10646,39250,27.124,54679.000,1.082192,8.219,5
two_opt,20000.000,0.100,0.925,500,62288.535,59386.794,150098.401,20959,78500,26.699,54679.000,1.086099,8.610,10
two_opt,20000.000,0.100,0.925,750,62288.535,59112.137,150660.465,31202,117750,26.499,54679.000,1.081076,8.108,16
two_opt,20000.000,0.100,0.925,1000,62288.535,56267.411,151070.640,41693,157000,26.556,54679.000,1.029050,2.905,21
two_opt,20000.000,0.100,0.925,1250,62288.535,57260.714,150548.803,52032,196250,26.513,54679.000,1.047216,4.722,26
two_opt,20000.000,0.100,0.925,1500,62288.535,57857.254,151165.367,61966,235500,26.313,54679.000,1.058126,5.813,32
two_opt,20000.000,0.100,0.950,250,62288.535,58032.605,149678.445,15768,59500,26.501,54679.000,1.061333,6.133,8
two_opt,20000.000,0.100,0.950,500,62288.535,57700.945,151492.234,31794,119000,26.718,54679.000,1.055267,5.527,16
two_opt,20000.000,0.100,0.950,750,62288.535,57373.418,151085.047,47214,178500,26.450,54679.000,1.049277,4.928,24
two_opt,20000.000,0.100,0.950,1000,62288.535,57187.547,151008.400,62529,238000,26.273,54679.000,1.045878,4.588,32
two_opt,20000.000,0.100,0.950,1250,62288.535,56660.340,151008.092,78252,297500,26.303,54679.000,1.036236,3.624,40
two_opt,20000.000,0.100,0.950,1500,62288.535,56283.626,150724.345,93563,357000,26.208,54679.000,1.029346,2.935,48
two_opt,20000.000,0.100,0.975,250,62288.535,58306.726,150519.381,32001,120750,26.502,54679.000,1.066346,6.635,16
two_opt,20000.000,0.100,0.975,500,62288.535,57212.062,150775.332,63163,241500,26.154,54679.000,1.046326,4.633,33
two_opt,20000.000,0.100,0.975,750,62288.535,56722.101,150865.492,94973,362250,26.218,54679.000,1.037365,3.737,49
two_opt,20000.000,0.100,0.975,1000,62288.535,56719.062,151219.860,126303,483000,26.150,54679.000,1.037310,3.731,65
two_opt,20000.000,0.100,0.975,1250,62288.535,56148.103,151066.866,157618,603750,26.107,54679.000,1.026868,2.687,82
two_opt,20000.000,0.100,0.975,1500,62288.535,55987.449,150952.595,189332,724500,26.133,54679.000,1.023930,2.393,98
two_opt,20000.000,0.100,0.990,250,62288.535,58016.805,151110.952,79647,303750,26.221,54679.000,1.061044,6.104,42
two_opt,20000.000,0.100,0.990,500,62288.535,56483.114,150825.020,158440,607500,26.081,54679.000,1.032995,3.299,82
two_opt,20000.000,0.100,0.990,750,62288.535,55936.818,150889.093,237217,911250,26.032,54679.000,1.023004,2.300,124
two_opt,20000.000,0.100,0.990,1000,62288.535,55479.576,151011.100,316469,1215000,26.047,54679.000,1.014641,1.464,165
two_opt,20000.000,0.100,0.990,1250,62288.535,56074.339,151108.502,395793,1518750,26.060,54679.000,1.025519,2.552,208
two_opt,20000.000,0.100,0.990,1500,62288.535,55685.652,151031.503,474857,1822500,26.055,54679.000,1.018410,1.841,249
two_opt,20000.000,0.100,0.995,250,62288.535,56600.558,151017.124,158467,609000,26.021,54679.000,1.035143,3.514,84
two_opt,20000.000,0.100,0.995,500,62288.535,56722.635,151183.641,318053,1218000,26.113,54679.000,1.037375,3.738,165
two_opt,20000.000,0.100,0.995,750,62288.535,55742.000,151179.113,476372,1827000,26.074,54679.000,1.019441,1.944,250
two_opt,20000.000,0.100,0.995,1000,62288.535,55777.734,151236.097,634022,2436000,26.027,54679.000,1.020094,2.009,333
two_opt,20000.000,0.100,0.995,1250,62288.535,55758.251,151176.517,792119,3045000,26.014,54679.000,1.019738,1.974,417
two_opt,20000.000,0.100,0.995,1500,62288.535,55524.360,151015.402,951038,3654000,26.027,54679.000,1.015460,1.546,498
two_opt,20000.000,0.010,0.900,250,62288.535,58467.475,149233.036,7841,34500,22.728,54679.000,1.069286,6.929,4
two_opt,20000.000,0.010,0.900,500,62288.535,59719.978,149777.292,15827,69000,22.938,54679.000,1.092192,9.219,10
two_opt,20000.000,0.010,0.900,750,62288.535,57703.402,150726.517,23221,103500,22.436,54679.000,1.055312,5.531,14
two_opt,20000.000,0.010,0.900,1000,62288.535,57726.281,150752.656,30879,138000,22.376,54679.000,1.055730,5.573,19
two_opt,20000.000,0.010,0.900,1250,62288.535,57839.036,150759.967,38616,172500,22.386,54679.000,1.057792,5.779,23
two_opt,20000.000,0.010,0.900,1500,62288.535,56986.901,151023.645,46313,207000,22.373,54679.000,1.042208,4.221,28
two_opt,20000.000,0.010,0.925,250,62288.535,58959.944,149425.888,10479,46750,22.415,54679.000,1.078292,7.829,6
two_opt,20000.000,0.010,0.925,500,62288.535,59476.697,150383.858,20909,93500,22.363,54679.000,1.087743,8.774,13
two_opt,20000.000,0.010,0.925,750,62288.535,57375.559,150071.690,31246,140250,22.279,54679.000,1.049316,4.932,21
two_opt,20000.000,0.010,0.925,1000,62288.535,57038.023,150570.468,41581,187000,22.236,54679.000,1.043143,4.314,25
two_opt,20000.000,0.010,0.925,1250,62288.535,56115.888,150864.698,52084,233750,22.282,54679.000,1.026279,2.628,32
two_opt,20000.000,0.010,0.925,1500,62288.535,57795.241,151178.272,62296,280500,22.209,54679.000,1.056992,5.699,38
two_opt,20000.000,0.010,0.950,250,62288.535,58438.283,150410.999,15778,70750,22.301,54679.000,1.068752,6.875,9
two_opt,20000.000,0.010,0.950,500,62288.535,57556.463,151196.481,31632,141500,22.355,54679.000,1.052625,5.262,19
two_opt,20000.000,0.010,0.950,750,62288.535,56551.432,150426.291,47566,212250,22.410,54679.000,1.034244,3.424,29
two_opt,20000.000,0.010,0.950,1000,62288.535,57384.879,151253.348,62670,283000,22.145,54679.000,1.049487,4.949,39
two_opt,20000.000,0.010,0.950,1250,62288.535,57159.459,150929.438,78590,353750,22.216,54679.000,1.045364,4.536,48
two_opt,20000.000,0.010,0.950,1500,62288.535,56110.749,151090.436,93901,424500,22.120,54679.000,1.026185,2.618,58
two_opt,20000.000,0.010,0.975,250,62288.535,57304.817,149910.786,31797,143500,22.158,54679.000,1.048022,4.802,19
two_opt,20000.000,0.010,0.975,500,62288.535,57107.154,150457.747,63427,287000,22.100,54679.000,1.044407,4.441,39
two_opt,20000.000,0.010,0.975,750,62288.535,55763.286,150711.359,94436,430500,21.936,54679.000,1.019830,1.983,59
two_opt,20000.000,0.010,0.975,1000,62288.535,55545.145,151202.556,126272,574000,21.999,54679.000,1.015841,1.584,78
two_opt,20000.000,0.010,0.975,1250,62288.535,56645.520,151339.340,157481,717500,21.949,54679.000,1.035965,3.596,98
two_opt,20000.000,0.010,0.975,1500,62288.535,55843.863,151131.597,189007,861000,21.952,54679.000,1.021304,2.130,117
two_opt,20000.000,0.010,0.990,250,62288.535,56671.924,151105.595,79497,361000,22.021,54679.000,1.036448,3.645,49
two_opt,20000.000,0.010,0.990,500,62288.535,56169.101,150808.491,158657,722000,21.975,54679.000,1.027252,2.725,99
two_opt,20000.000,0.010,0.990,750,62288.535,55423.684,151030.662,237616,1083000,21.941,54679.000,1.013619,1.362,148
two_opt,20000.000,0.010,0.990,1000,62288.535,55583.535,151196.641,316859,1444000,21.943,54679.000,1.016543,1.654,196
two_opt,20000.000,0.010,0.990,1250,62288.535,55433.231,151246.914,395913,1805000,21.934,54679.000,1.013794,1.379,246
two_opt,20000.000,0.010,0.990,1500,62288.535,56014.835,151230.003,474666,2166000,21.914,54679.000,1.024430,2.443,293
two_opt,20000.000,0.010,0.995,250,62288.535,56524.204,150859.930,158577,723750,21.910,54679.000,1.033746,3.375,99
two_opt,20000.000,0.010,0.995,500,62288.535,55848.070,150921.606,316883,1447500,21.892,54679.000,1.021381,2.138,197
two_opt,20000.000,0.010,0.995,750,62288.535,55052.395,151142.597,475552,2171250,21.902,54679.000,1.006829,0.683,296
two_opt,20000.000,0.010,0.995,1000,62288.535,55793.309,151015.889,633784,2895000,21.892,54679.000,1.020379,2.038,394
two_opt,20000.000,0.010,0.995,1250,62288.535,55714.381,150961.654,791653,3618750,21.876,54679.000,1.018936,1.894,491
two_opt,20000.000,0.010,0.995,1500,62288.535,55316.232,151259.689,949977,4342500,21.876,54679.000,1.011654,1.165,594
two_opt,20000.000,0.001,0.900,250,62288.535,58906.714,149578.248,7901,40000,19.753,54679.000,1.077319,7.732,5
two_opt,20000.000,0.001,0.900,500,62288.535,58832.745,150097.654,15642,80000,19.553,54679.000,1.075966,7.597,10
two_opt,20000.000,0.001,0.900,750,62288.535,58179.042,150650.838,23220,120000,19.350,54679.000,1.064011,6.401,16
two_opt,20000.000,0.001,0.900,1000,62288.535,58215.424,150102.896,30957,160000,19.348,54679.000,1.064676,6.468,22
two_opt,20000.000,0.001,0.900,1250,62288.535,58213.228,150729.422,38750,200000,19.375,54679.000,1.064636,6.464,27
two_opt,20000.000,0.001,0.900,1500,62288.535,57330.293,150730.177,46187,240000,19.245,54679.000,1.048488,4.849,32
two_opt,20000.000,0.001,0.925,250,62288.535,58837.886,149623.577,10669,54000,19.757,54679.000,1.076060,7.606,7
two_opt,20000.000,0.001,0.925,500,62288.535,58013.835,150144.890,20829,108000,19.286,54679.000,1.060989,6.099,14
two_opt,20000.000,0.001,0.925,750,62288.535,58120.658,150381.275,31477,162000,19.430,54679.000,1.062943,6.294,22
two_opt,20000.000,0.001,0.925,1000,62288.535,58422.552,151035.666,41376,216000,19.156,54679.000,1.068464,6.846,29
two_opt,20000.000,0.001,0.925,1250,62288.535,57655.065,151000.419,51654,270000,19.131,54679.000,1.054428,5.443,37
two_opt,20000.000,0.001,0.925,1500,62288.535,56884.147,151233.086,62137,324000,19.178,54679.000,1.040329,4.033,45
two_opt,20000.000,0.001,0.950,250,62288.535,57742.588,150305.336,15888,82000,19.376,54679.000,1.056029,5.603,11
two_opt,20000.000,0.001,0.950,500,62288.535,57294.299,150587.746,31588,164000,19.261,54679.000,1.047830,4.783,22
two_opt,20000.000,0.001,0.950,750,62288.535,57510.717,150858.325,47123,246000,19.156,54679.000,1.051788,5.179,33
two_opt,20000.000,0.001,0.950,1000,62288.535,58071.637,151012.523,63021,328000,19.214,54679.000,1.062046,6.205,44
two_opt,20000.000,0.001,0.950,1250,62288.535,57226.827,150723.805,78406,410000,19.123,54679.000,1.046596,4.660,56
two_opt,20000.000,0.001,0.950,1500,62288.535,57429.718,151093.847,93959,492000,19.097,54679.000,1.050307,5.031,67
two_opt,20000.000,0.001,0.975,250,62288.535,57570.604,150827.530,31807,166250,19.132,54679.000,1.052883,5.288,23
two_opt,20000.000,0.001,0.975,500,62288.535,57968.362,151022.694,63285,332500,19.033,54679.000,1.060158,6.016,46
two_opt,20000.000,0.001,0.975,750,62288.535,57191.694,150893.167,94345,498750,18.916,54679.000,1.045954,4.595,68
two_opt,20000.000,0.001,0.975,1000,62288.535,56642.888,151075.249,126129,665000,18.967,54679.000,1.035917,3.592,91
two_opt,20000.000,0.001,0.975,1250,62288.535,55942.639,151039.887,157836,831250,18.988,54679.000,1.023110,2.311,114
two_opt,20000.000,0.001,0.975,1500,62288.535,56366.223,151275.234,189150,997500,18.962,54679.000,1.030857,3.086,137
two_opt,20000.000,0.001,0.990,250,62288.535,57424.698,151034.751,79352,418250,18.972,54679.000,1.050215,5.021,57
two_opt,20000.000,0.001,0.990,500,62288.535,56105.894,151098.233,158245,836500,18.918,54679.000,1.026096,2.610,114
two_opt,20000.000,0.001,0.990,750,62288.535,56595.630,150842.350,236755,1254750,18.869,54679.000,1.035052,3.505,171
two_opt,20000.000,0.001,0.990,1000,62288.535,57027.644,151133.858,316593,1673000,18.924,54679.000,1.042953,4.295,228
two_opt,20000.000,0.001,0.990,1250,62288.535,55709.625,151079.792,396008,2091250,18.936,54679.000,1.018849,1.885,284
two_opt,20000.000,0.001,0.990,1500,62288.535,55825.963,151043.564,475626,2509500,18.953,54679.000,1.020976,2.098,344
two_opt,20000.000,0.001,0.995,250,62288.535,57020.976,150985.576,158464,838500,18.899,54679.000,1.042831,4.283,115
two_opt,20000.000,0.001,0.995,500,62288.535,55356.887,151223.778,317201,1677000,18.915,54679.000,1.012398,1.240,230
two_opt,20000.000,0.001,0.995,750,62288.535,55644.776,151147.952,476360,2515500,18.937,54679.000,1.017663,1.766,344
two_opt,20000.000,0.001,0.995,1000,62288.535,56094.164,151151.104,634169,3354000,18.908,54679.000,1.025881,2.588,459
two_opt,20000.000,0.001,0.995,1250,62288.535,55337.092,151146.667,792291,4192500,18.898,54679.000,1.012036,1.204,571
two_opt,20000.000,0.001,0.995,1500,62288.535,55343.784,151149.274,950292,5031000,18.889,54679.000,1.012158,1.216,690
two_opt,20000.000,0.000,0.900,250,62288.535,58463.812,148665.608,7956,45500,17.486,54679.000,1.069219,6.922,6
two_opt,20000.000,0.000,0.900,500,62288.535,58782.265,149923.661,15709,91000,17.263,54679.000,1.075043,7.504,12
two_opt,20000.000,0.000,0.900,750,62288.535,58081.512,150487.916,23354,136500,17.109,54679.000,1.062227,6.223,18
two_opt,20000.000,0.000,0.900,1000,62288.535,57482.304,150847.669,30834,182000,16.942,54679.000,1.051268,5.127,25
two_opt,20000.000,0.000,0.900,1250,62288.535,56357.943,150792.220,38603,227500,16.968,54679.000,1.030705,3.071,31
two_opt,20000.000,0.000,0.900,1500,62288.535,57141.653,151387.507,46522,273000,17.041,54679.000,1.045038,4.504,37
two_opt,20000.000,0.000,0.925,250,62288.535,58767.323,149361.554,10438,61500,16.972,54679.000,1.074770,7.477,8
two_opt,20000.000,0.000,0.925,500,62288.535,56827.187,150764.551,20846,123000,16.948,54679.000,1.039287,3.929,16
two_opt,20000.000,0.000,0.925,750,62288.535,57323.694,150650.096,31215,184500,16.919,54679.000,1.048368,4.837,25
two_opt,20000.000,0.000,0.925,1000,62288.535,56752.718,150966.542,41740,246000,16.967,54679.000,1.037925,3.793,33
two_opt,20000.000,0.000,0.925,1250,62288.535,56600.745,150947.677,51772,307500,16.836,54679.000,1.035146,3.515,42
two_opt,20000.000,0.000,0.925,1500,62288.535,55760.314,150845.989,62246,369000,16.869,54679.000,1.019776,1.978,50
two_opt,20000.000,0.000,0.950,250,62288.535,57952.634,150501.379,15882,93250,17.032,54679.000,1.059870,5.987,12
two_opt,20000.000,0.000,0.950,500,62288.535,56774.663,151497.559,31588,186500,16.937,54679.000,1.038327,3.833,25
two_opt,20000.000,0.000,0.950,750,62288.535,57156.975,150660.734,47311,279750,16.912,54679.000,1.045319,4.532,38
two_opt,20000.000,0.000,0.950,1000,62288.535,56259.377,150902.068,62883,373000,16.859,54679.000,1.028903,2.890,51
two_opt,20000.000,0.000,0.950,1250,62288.535,56501.651,151203.555,78211,466250,16.774,54679.000,1.033334,3.333,63
two_opt,20000.000,0.000,0.950,1500,62288.535,57094.205,150705.351,93881,559500,16.779,54679.000,1.044171,4.417,76
two_opt,20000.000,0.000,0.975,250,62288.535,58577.231,150272.394,31902,188750,16.902,54679.000,1.071293,7.129,25
two_opt,20000.000,0.000,0.975,500,62288.535,56693.911,150276.842,63105,377500,16.717,54679.000,1.036850,3.685,51
two_opt,20000.000,0.000,0.975,750,62288.535,56952.268,150701.378,94901,566250,16.760,54679.000,1.041575,4.157,77
two_opt,20000.000,0.000,0.975,1000,62288.535,56571.482,151079.565,125883,755000,16.673,54679.000,1.034611,3.461,104
two_opt,20000.000,0.000,0.975,1250,62288.535,57190.022,151111.691,157497,943750,16.688,54679.000,1.045923,4.592,130
two_opt,20000.000,0.000,0.975,1500,62288.535,55361.939,151058.290,189587,1132500,16.741,54679.000,1.012490,1.249,156
two_opt,20000.000,0.000,0.990,250,62288.535,58210.150,151357.121,79722,475500,16.766,54679.000,1.064580,6.458,66
two_opt,20000.000,0.000,0.990,500,62288.535,55937.885,151025.047,158615,951000,16.679,54679.000,1.023023,2.302,130
two_opt,20000.000,0.000,0.990,750,62288.535,56659.826,151014.943,237152,1426500,16.625,54679.000,1.036226,3.623,195
two_opt,20000.000,0.000,0.990,1000,62288.535,55288.934,151091.574,316527,1902000,16.642,54679.000,1.011155,1.115,260
two_opt,20000.000,0.000,0.990,1250,62288.535,56065.875,151035.042,396559,2377500,16.680,54679.000,1.025364,2.536,324
two_opt,20000.000,0.000,0.990,1500,62288.535,55654.365,150990.893,474538,2853000,16.633,54679.000,1.017838,1.784,390
two_opt,20000.000,0.000,0.995,250,62288.535,56438.550,150995.203,159033,953500,16.679,54679.000,1.032180,3.218,131
two_opt,20000.000,0.000,0.995,500,62288.535,55183.867,150968.187,317133,1907000,16.630,54679.000,1.009233,0.923,263
two_opt,20000.000,0.000,0.995,750,62288.535,56290.173,151178.957,476135,2860500,16.645,54679.000,1.029466,2.947,391
two_opt,20000.000,0.000,0.995,1000,62288.535,55181.732,151122.065,633512,3814000,16.610,54679.000,1.009194,0.919,522
two_opt,20000.000,0.000,0.995,1250,62288.535,55806.786,151058.112,791836,4767500,16.609,54679.000,1.020626,2.063,653
two_opt,20000.000,0.000,0.995,1500,62288.535,55841.580,151055.881,950073,5721000,16.607,54679.000,1.021262,2.126,786
swap,1000.000,0.100,0.900,250,62288.535,62288.535,110272.932,880,22000,4.000,54679.000,1.139167,13.917,2
swap,1000.000,0.100,0.900,500,62288.535,62288.535,118716.514,1771,44000,4.025,54679.000,1.139167,13.917,5
swap,1000.000,0.100,0.900,750,62288.535,62288.535,119874.425,2561,66000,3.880,54679.000,1.139167,13.917,8
swap,1000.000,0.100,0.900,1000,62288.535,62288.535,119700.178,3447,88000,3.917,54679.000,1.139167,13.917,10
swap,1000.000,0.100,0.900,1250,62288.535,62288.535,120326.065,4355,110000,3.959,54679.000,1.139167,13.917,13
swap,1000.000,0.100,0.900,1500,62288.535,62288.535,120723.980,4972,132000,3.767,54679.000,1.139167,13.917,15
swap,1000.000,0.100,0.925,250,62288.535,62288.535,116985.735,1222,29750,4.108,54679.000,1.139167,13.917,4
swap,1000.000,0.100,0.925,500,62288.535,62288.535,119973.819,2430,59500,4.084,54679.000,1.139167,13.917,7
swap,1000.000,0.100,0.925,750,62288.535,62288.535,121946.271,3564,89250,3.993,54679.000,1.139167,13.917,11
swap,1000.000,0.100,0.925,1000,62288.535,62288.535,122056.259,4686,119000,3.938,54679.000,1.139167,13.917,15
swap,1000.000,0.100,0.925,1250,62288.535,62288.535,122434.874,5713,148750,3.841,54679.000,1.139167,13.917,17
swap,1000.000,0.100,0.925,1500,62288.535,62224.191,121705.766,6621,178500,3.709,54679.000,1.137991,13.799,21
swap,1000.000,0.100,0.950,250,62288.535,62288.535,118452.937,1798,45000,3.996,54679.000,1.139167,13.917,5
swap,1000.000,0.100,0.950,500,62288.535,62288.535,119194.271,3346,90000,3.718,54679.000,1.139167,13.917,10
swap,1000.000,0.100,0.950,750,62288.535,62288.535,119561.909,5258,135000,3.895,54679.000,1.139167,13.917,16
swap,1000.000,0.100,0.950,1000,62288.535,62288.535,122533.273,7009,180000,3.894,54679.000,1.139167,13.917,21
swap,1000.000,0.100,0.950,1250,62288.535,62288.535,122495.470,8570,225000,3.809,54679.000,1.139167,13.917,27
swap,1000.000,0.100,0.950,1500,62288.535,62288.535,123313.410,10373,270000,3.842,54679.000,1.139167,13.917,32
swap,1000.000,0.100,0.975,250,62288.535,62288.535,121315.856,3455,91000,3.797,54679.000,1.139167,13.917,11
swap,1000.000,0.100,0.975,500,62288.535,62288.535,122968.092,6776,182000,3.723,54679.000,1.139167,13.917,22
swap,1000.000,0.100,0.975,750,62288.535,62288.535,122538.457,10443,273000,3.825,54679.000,1.139167,13.917,33
swap,1000.000,0.100,0.975,1000,62288.535,62288.535,122481.835,13308,364000,3.656,54679.000,1.139167,13.917,43
swap,1000.000,0.100,0.975,1250,62288.535,62288.535,122574.040,16966,455000,3.729,54679.000,1.139167,13.917,54
swap,1000.000,0.100,0.975,1500,62288.535,62288.535,121904.357,19704,546000,3.609,54679.000,1.139167,13.917,66
swap,1000.000,0.100,0.990,250,62288.535,62288.535,122142.003,8609,229250,3.755,54679.000,1.139167,13.917,27
swap,1000.000,0.100,0.990,500,62288.535,62288.535,122723.525,16773,458500,3.658,54679.000,1.139167,13.917,55
swap,1000.000,0.100,0.990,750,62288.535,62151.711,122656.835,25070,687750,3.645,54679.000,1.136665,13.667,83
swap,1000.000,0.100,0.990,1000,62288.535,62288.535,122676.616,33202,917000,3.621,54679.000,1.139167,13.917,111
swap,1000.000,0.100,0.990,1250,62288.535,62288.535,123395.412,41921,1146250,3.657,54679.000,1.139167,13.917,138
swap,1000.000,0.100,0.990,1500,62288.535,62288.535,122791.303,49387,1375500,3.590,54679.000,1.139167,13.917,165
swap,1000.000,0.100,0.995,250,62288.535,62288.535,123137.001,16909,459500,3.680,54679.000,1.139167,13.917,56
swap,1000.000,0.100,0.995,500,62288.535,62288.535,122534.915,32926,919000,3.583,54679.000,1.139167,13.917,111
swap,1000.000,0.100,0.995,750,62288.535,62288.535,122659.852,49540,1378500,3.594,54679.000,1.139167,13.917,165
swap,1000.000,0.100,0.995,1000,62288.535,62288.535,122629.892,66493,1838000,3.618,54679.000,1.139167,13.917,221
swap,1000.000,0.100,0.995,1250,62288.535,61737.368,122519.063,82022,2297500,3.570,54679.000,1.129087,12.909,279
swap,1000.000,0.100,0.995,1500,62288.535,61943.478,123103.080,99096,2757000,3.594,54679.000,1.132857,13.286,336
swap,1000.000,0.010,0.900,250,62288.535,62288.535,113950.002,856,27500,3.113,54679.000,1.139167,13.917,3
swap,1000.000,0.010,0.900,500,62288.535,62288.535,118285.922,1792,55000,3.258,54679.000,1.139167,13.917,6
swap,1000.000,0.010,0.900,750,62288.535,62288.535,121583.147,2568,82500,3.113,54679.000,1.139167,13.917,10
swap,1000.000,0.010,0.900,1000,62288.535,62288.535,122130.206,3398,110000,3.089,54679.000,1.139167,13.917,13
swap,1000.000,0.010,0.900,1250,62288.535,62288.535,121705.910,4339,137500,3.156,54679.000,1.139167,13.917,16
swap,1000.000,0.010,0.900,1500,62288.535,62288.535,123947.516,5390,165000,3.267,54679.000,1.139167,13.917,20
swap,1000.000,0.010,0.925,250,62288.535,62288.535,113962.611,1105,37000,2.986,54679.000,1.139167,13.917,4
swap,1000.000,0.010,0.925,500,62288.535,62288.535,121041.518,2444,74000,3.303,54679.000,1.139167,13.917,9
swap,1000.000,0.010,0.925,750,62288.535,62288.535,123088.037,3717,111000,3.349,54679.000,1.139167,13.917,13
swap,1000.000,0.010,0.925,1000,62288.535,62288.535,123314.897,4853,148000,3.279,54679.000,1.139167,13.917,18
swap,1000.000,0.010,0.925,1250,62288.535,62288.535,121987.038,5751,185000,3.109,54679.000,1.139167,13.917,22
swap,1000.000,0.010,0.925,1500,62288.535,62288.535,122041.376,6696,222000,3.016,54679.000,1.139167,13.917,26
swap,1000.000,0.010,0.950,250,62288.535,62288.535,121232.649,1810,56250,3.218,54679.000,1.139167,13.917,7
swap,1000.000,0.010,0.950,500,62288.535,62288.535,121485.833,3425,112500,3.044,54679.000,1.139167,13.917,13
swap,1000.000,0.010,0.950,750,62288.535,62288.535,123372.143,5450,168750,3.230,54679.000,1.139167,13.917,20
swap,1000.000,0.010,0.950,1000,62288.535,62288.535,121375.240,6748,225000,2.999,54679.000,1.139167,13.917,27
swap,1000.000,0.010,0.950,1250,62288.535,62288.535,121148.439,8577,281250,3.050,54679.000,1.139167,13.917,34
swap,1000.000,0.010,0.950,1500,62288.535,62288.535,121194.366,9877,337500,2.927,54679.000,1.139167,13.917,40
swap,1000.000,0.010,0.975,250,62288.535,62288.535,121759.635,3476,113750,3.056,54679.000,1.139167,13.917,14
swap,1000.000,0.010,0.975,500,62288.535,62145.158,121717.905,6695,227500,2.943,54679.000,1.136545,13.655,27
swap,1000.000,0.010,0.975,750,62288.535,62288.535,122219.114,9972,341250,2.922,54679.000,1.139167,13.917,41
swap,1000.000,0.010,0.975,1000,62288.535,62288.535,122171.716,13432,455000,2.952,54679.000,1.139167,13.917,56
swap,1000.000,0.010,0.975,1250,62288.535,62288.535,122650.115,16932,568750,2.977,54679.000,1.139167,13.917,69
swap,1000.000,0.010,0.975,1500,62288.535,62288.535,122579.239,20374,682500,2.985,54679.000,1.139167,13.917,82
swap,1000.000,0.010,0.990,250,62288.535,62288.535,122678.964,8592,286500,2.999,54679.000,1.139167,13.917,34
swap,1000.000,0.010,0.990,500,62288.535,62288.535,122066.764,16800,573000,2.932,54679.000,1.139167,13.917,70
swap,1000.000,0.010,0.990,750,62288.535,62288.535,122169.229,25273,859500,2.940,54679.000,1.139167,13.917,105
swap,1000.000,0.010,0.990,1000,62288.535,62288.535,122707.041,33416,1146000,2.916,54679.000,1.139167,13.917,138
swap,1000.000,0.010,0.990,1250,62288.535,62288.535,122840.119,41377,1432500,2.888,54679.000,1.139167,13.917,173
swap,1000.000,0.010,0.990,1500,62288.535,62288.535,123221.795,50660,1719000,2.947,54679.000,1.139167,13.917,210
swap,1000.000,0.010,0.995,250,62288.535,62288.535,122449.803,16869,574250,2.938,54679.000,1.139167,13.917,69
swap,1000.000,0.010,0.995,500,62288.535,62288.535,122314.417,33438,1148500,2.911,54679.000,1.139167,13.917,139
swap,1000.000,0.010,0.995,750,62288.535,62288.535,122746.539,49442,1722750,2.870,54679.000,1.139167,13.917,209
swap,1000.000,0.010,0.995,1000,62288.535,61828.308,122525.849,65713,2297000,2.861,54679.000,1.130751,13.075,279
swap,1000.000,0.010,0.995,1250,62288.535,61999.017,123299.729,82798,2871250,2.884,54679.000,1.133873,13.387,352
swap,1000.000,0.010,0.995,1500,62288.535,62288.535,122821.994,100081,3445500,2.905,54679.000,1.139167,13.917,419
swap,1000.000,0.001,0.900,250,62288.535,62288.535,110644.838,909,33000,2.755,54679.000,1.139167,13.917,4
swap,1000.000,0.001,0.900,500,62288.535,62288.535,114876.482,1639,66000,2.483,54679.000,1.139167,13.917,8
swap,1000.000,0.001,0.900,750,62288.535,62288.535,120124.124,2589,99000,2.615,54679.000,1.139167,13.917,12
swap,1000.000,0.001,0.900,1000,62288.535,61812.687,120706.037,3521,132000,2.667,54679.000,1.130465,13.046,16
swap,1000.000,0.001,0.900,1250,62288.535,62288.535,123523.780,4335,165000,2.627,54679.000,1.139167,13.917,20
swap,1000.000,0.001,0.900,1500,62288.535,62288.535,123243.401,5171,198000,2.612,54679.000,1.139167,13.917,24
